Date,Price,Open,High,Low,Vol.,Change %
08/28/2023,97.15,99.01,99.5,96.75,5.01M,-2.17%
08/25/2023,99.3,100.49,100.49,98.85,6.37M,-1.29%
08/24/2023,100.6,100.5,101.95,100.2,12.76M,0.10%
08/23/2023,100.5,100.5,100.79,98.55,16.05M,0.65%
08/22/2023,99.85,96.0,100.0,96.0,13.63M,3.72%
08/21/2023,96.27,98.0,98.99,96.01,7.31M,-2.81%
08/18/2023,99.05,100.01,102.44,98.63,19.81M,-0.70%
08/17/2023,99.75,98.6,99.89,96.8,9.37M,1.53%
08/16/2023,98.25,101.0,101.0,97.8,10.96M,-3.11%
08/15/2023,101.4,104.0,104.0,100.9,12.07M,-1.79%
08/11/2023,103.25,101.5,106.2,100.55,22.57M,-0.05%
08/10/2023,103.3,107.02,107.49,99.11,22.03M,-1.80%
08/09/2023,105.19,97.0,105.19,96.0,37.78M,7.72%
08/08/2023,97.65,104.0,104.0,97.65,27.79M,-6.65%
08/07/2023,104.61,109.0,111.5,104.35,26.01M,-3.05%
08/04/2023,107.9,104.0,108.8,103.99,28.00M,2.76%
08/03/2023,105.0,105.2,107.7,103.11,24.52M,0.01%
08/02/2023,104.99,98.05,105.0,97.9,28.37M,7.57%
08/01/2023,97.6,101.0,101.48,97.2,14.89M,2.36%
07/31/2023,95.35,93.0,98.55,93.0,22.46M,2.16%
07/27/2023,93.33,86.99,93.33,86.99,28.51M,7.52%
07/26/2023,86.8,87.5,87.8,86.6,4.73M,-0.45%
07/25/2023,87.19,85.75,87.89,85.52,13.06M,2.04%
07/24/2023,85.45,86.0,87.0,84.8,4.83M,0.53%
07/21/2023,85.0,86.4,86.53,85.03,5.46M,-1.37%
07/20/2023,86.18,84.88,86.25,84.36,7.30M,2.17%
07/19/2023,84.35,84.65,85.52,84.02,7.91M,0.40%
07/18/2023,84.01,85.24,85.4,83.9,2.57M,-0.93%
07/17/2023,84.8,85.5,85.85,84.7,4.24M,-0.59%
07/14/2023,85.3,86.9,86.9,85.07,2.12M,-1.44%
07/13/2023,86.55,87.98,88.25,86.5,10.86M,-1.31%
07/12/2023,87.7,86.5,87.73,85.61,10.79M,1.98%
07/11/2023,86.0,85.06,86.5,84.2,8.87M,1.76%
07/10/2023,84.51,85.6,85.9,84.31,4.91M,-1.76%
07/07/2023,86.02,86.2,86.5,85.0,2.28M,-0.09%
07/06/2023,86.1,84.0,86.95,84.0,11.51M,2.50%
07/05/2023,84.0,85.9,86.25,83.59,6.01M,-2.89%
07/04/2023,86.5,87.5,87.5,84.5,18.36M,3.16%
07/03/2023,83.85,83.85,83.85,83.85,1.14M,7.71%
06/27/2023,77.85,77.12,78.85,76.5,10.93M,-0.19%
06/26/2023,78.0,76.0,77.85,76.0,8.15M,4.78%
06/23/2023,74.44,75.0,75.0,73.8,2.05M,-29.10%
06/22/2023,105.0,74.38,75.0,73.9,1.01M,41.91%
06/21/2023,73.99,75.5,75.65,73.75,3.49M,-1.36%
06/20/2023,75.01,74.0,75.24,73.3,4.48M,1.23%
06/19/2023,74.1,76.5,76.7,73.1,3.96M,-2.24%
06/16/2023,75.8,76.5,77.24,75.8,2.07M,-0.66%
06/15/2023,76.3,77.03,77.5,76.25,2.04M,-1.55%
06/14/2023,77.5,77.6,78.25,77.2,1.49M,0.13%
06/13/2023,77.4,78.24,78.4,77.08,1.63M,-0.13%
06/12/2023,77.5,79.85,80.0,77.03,3.52M,-3.00%
06/09/2023,79.9,78.78,80.12,78.5,4.14M,1.91%
06/08/2023,78.4,79.0,80.25,78.4,3.83M,-0.72%
06/07/2023,78.97,78.47,79.5,77.5,2.35M,0.98%
06/06/2023,78.2,78.9,80.4,78.11,8.97M,-0.32%
06/05/2023,78.45,76.4,78.65,75.6,8.46M,3.91%
06/02/2023,75.5,75.36,75.5,74.9,842.76K,0.27%
06/01/2023,75.3,75.01,75.65,74.55,1.40M,0.64%
05/31/2023,74.82,75.9,76.3,74.5,3.59M,-1.23%
05/30/2023,75.75,75.0,76.66,75.0,4.51M,1.43%
05/29/2023,74.68,74.4,76.1,74.1,4.02M,0.85%
05/26/2023,74.05,75.6,75.71,73.5,2.70M,-2.12%
05/25/2023,75.65,75.7,76.41,75.11,3.69M,0.80%
05/24/2023,75.05,75.6,76.29,74.9,3.25M,-0.13%
05/23/2023,75.15,75.98,76.25,75.0,3.33M,-0.79%
05/22/2023,75.75,77.0,77.45,75.61,4.49M,-1.88%
05/19/2023,77.2,76.8,77.95,76.8,2.33M,0.46%
05/18/2023,76.85,78.6,78.6,76.62,5.00M,-1.47%
05/17/2023,78.0,80.2,80.25,77.9,2.80M,-2.01%
